Node Number	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
57215	5.9048e-002	1.0279e-002	4.0652e-003	376.35
57216	5.9048e-002	6.643e-003	4.0652e-003	373.67
57217	6.1353e-002	3.3023e-003	3.2988e-003	378.47
57218	6.1246e-002	8.802e-003	4.1074e-003	378.29
57219	5.8679e-002	-3.8791e-003	5.9847e-003	356.94
57220	5.9048e-002	3.0066e-003	4.0652e-003	370.84
57221	5.9048e-002	-6.2974e-004	4.0652e-003	367.91
57222	6.1353e-002	-3.3405e-004	3.2988e-003	375.29
57223	5.8679e-002	-1.1152e-002	5.9847e-003	350.37
57224	5.9048e-002	-4.2661e-003	4.0652e-003	364.39
57225	5.8926e-002	-8.5663e-003	4.1745e-003	359.84
57226	6.1353e-002	-3.9704e-003	3.2988e-003	371.71
57227	6.1168e-002	-1.0776e-002	4.7001e-003	357.81
57228	5.8679e-002	-1.8425e-002	5.9847e-003	343.95
57229	5.8926e-002	-1.2203e-002	4.1745e-003	356.16
57230	5.9048e-002	-1.5175e-002	4.0652e-003	353.63
57231	6.1168e-002	-1.4413e-002	4.7001e-003	353.94
57232	5.8679e-002	-2.5697e-002	5.9847e-003	337.59
57233	5.9048e-002	-1.8812e-002	4.0652e-003	349.78
57234	5.9048e-002	-2.2448e-002	4.0652e-003	345.97
57235	6.1161e-002	-2.4062e-002	4.7552e-003	343.05
57236	6.1168e-002	-1.8049e-002	4.7001e-003	349.94
57237	5.8624e-002	-3.2702e-002	5.927e-003	331.97
57238	5.9048e-002	-2.9721e-002	4.0652e-003	338.24
57239	6.1161e-002	-2.7698e-002	4.7552e-003	338.96
57240	6.0972e-002	-3.289e-002	6.1889e-003	331.03
57241	5.884e-002	-3.1002e-002	5.2493e-003	334.35
57242	5.8992e-002	-3.6469e-002	4.0083e-003	332.29
57243	6.0917e-002	-3.6258e-002	6.1319e-003	328.66
57244	5.92e-002	-3.758e-002	5.2283e-003	329.54
57245	5.8785e-002	-3.437e-002	5.1923e-003	331.92
57246	1.9174e-002	2.4438e-002	2.1468e-003	427.35
57247	1.9295e-002	2.906e-002	3.3273e-003	430.36
57248	1.8738e-002	2.6977e-002	2.796e-003	430.74
57249	1.8319e-002	3.0836e-002	2.2663e-003	439.61
57250	1.7409e-002	2.8487e-002	2.8031e-003	437.41
57251	1.9174e-002	1.7165e-002	2.1468e-003	420.49
57252	1.8738e-002	2.3341e-002	2.796e-003	424.51
57253	1.9174e-002	9.8923e-003	2.1468e-003	416.21
57254	1.7484e-002	1.3424e-002	8.4992e-004	430.81
57255	1.7959e-002	1.1849e-002	2.2838e-003	421.68
57256	1.5963e-002	1.2386e-002	1.7831e-003	430.09
57257	1.9174e-002	2.6196e-003	2.1468e-003	406.03
57258	1.7226e-002	6.4431e-003	1.7725e-003	420.53
57259	1.7959e-002	8.2124e-003	2.2838e-003	418.42
57260	1.9174e-002	-4.6531e-003	2.1468e-003	395.68
57261	1.7973e-002	-2.9403e-003	1.3821e-003	403.52
57262	1.9078e-002	-1.2334e-002	2.0459e-003	386.87
57263	1.7291e-002	-9.5555e-003	9.1917e-004	400.06
57264	1.7186e-002	-1.1125e-002	2.8108e-003	391.17
57265	1.7044e-002	-8.2477e-003	1.9317e-003	397.85
57266	1.7973e-002	-6.5766e-003	1.3821e-003	399.78
57267	1.9078e-002	-1.9606e-002	2.0459e-003	371.74
57268	1.7092e-002	-1.517e-002	2.7077e-003	385.01
57269	1.896e-002	-2.6473e-002	1.909e-003	356.75
57270	1.896e-002	-3.349e-002	1.9089e-003	345.87
57271	1.7794e-002	-3.1143e-002	3.9683e-003	344.95
57272	1.682e-002	-3.1987e-002	2.3935e-004	352.81
57273	1.7007e-002	-2.98e-002	2.713e-004	356.47
57274	1.8164e-002	-3.1797e-002	2.4028e-003	347.02
57275	1.8906e-002	-3.8113e-002	4.2167e-003	336.86
57276	1.7653e-002	-3.736e-002	1.672e-003	341.24
57277	1.8364e-002	-3.5175e-002	2.6512e-003	342.01
57278	5.9417e-002	2.4438e-002	2.1456e-003	396.11
57279	6.1735e-002	2.4712e-002	1.2782e-003	407.14
57280	6.1757e-002	3.0638e-002	1.1068e-003	412.95
57281	5.9947e-002	3.0498e-002	3.4111e-003	392.93
57282	5.9417e-002	1.7165e-002	2.1456e-003	391.8
57283	6.1735e-002	2.1075e-002	1.2782e-003	404.69
57284	5.9417e-002	9.8923e-003	2.1456e-003	386.88
57285	6.1735e-002	1.7439e-002	1.2782e-003	402.46
57286	6.1615e-002	1.2051e-002	2.1878e-003	392.18
57287	5.9417e-002	2.6196e-003	2.1456e-003	381.21
57288	6.1722e-002	2.9153e-003	1.3792e-003	390.68
57289	6.1615e-002	8.415e-003	2.1878e-003	389.68
57290	5.9298e-002	-5.317e-003	2.2583e-003	372.62
57291	6.1722e-002	-7.2105e-004	1.3792e-003	387.3
57292	6.1537e-002	-7.5269e-003	2.7806e-003	370.99
57293	5.9298e-002	-1.259e-002	2.2583e-003	364.48
57294	6.1415e-002	-1.1827e-002	2.8899e-003	365.14
57295	5.9417e-002	-1.9199e-002	2.1456e-003	357.17
57296	6.1537e-002	-1.48e-002	2.7806e-003	362.22
57297	5.9417e-002	-2.6471e-002	2.1456e-003	348.03
57298	6.153e-002	-2.4449e-002	2.8356e-003	349.27
57299	6.1537e-002	-1.8436e-002	2.7806e-003	357.53
57300	5.9417e-002	-3.3488e-002	2.1457e-003	339.39
57301	6.153e-002	-2.8085e-002	2.8356e-003	344.52
57302	6.1341e-002	-3.3277e-002	4.2693e-003	334.27
57303	5.9209e-002	-3.1389e-002	3.3297e-003	338.44
57304	6.1826e-002	-3.6178e-002	5.8644e-004	341.46
57305	6.1341e-002	-3.6658e-002	4.2694e-003	331.14
57306	6.0597e-002	-3.8365e-002	1.8919e-003	335.04
57307	5.9624e-002	-3.798e-002	3.3658e-003	332.16
57308	5.9209e-002	-3.4769e-002	3.3298e-003	335.07
57309	-3.8749e-002	2.4646e-002	2.2214e-003	398.81
57310	-4.1095e-002	2.9379e-002	1.6536e-003	410.86
57311	-3.9264e-002	2.8304e-002	3.5778e-003	393.71
57312	-3.908e-002	2.9896e-002	3.1987e-003	396.7
57313	-3.8749e-002	1.7373e-002	2.2214e-003	394.36
57314	-4.1092e-002	2.0141e-002	1.1513e-003	407.81
57315	-3.9186e-002	2.4876e-002	3.651e-003	391.37
57316	-3.8826e-002	9.8923e-003	2.1468e-003	389.82
57317	-4.1171e-002	1.6297e-002	1.078e-003	405.94
57318	-3.8826e-002	2.6196e-003	2.1468e-003	383.97
57319	-4.1333e-002	5.6854e-003	-1.5382e-004	407.28
57320	-3.8826e-002	-4.6531e-003	2.1468e-003	377.09
57321	-4.1333e-002	2.049e-003	-1.5382e-004	404.16
57322	-4.0992e-002	-4.9261e-003	2.4401e-003	378.86
57323	-3.8826e-002	-1.1926e-002	2.1468e-003	369.16
57324	-4.0992e-002	-8.5625e-003	2.4401e-003	374.56
57325	-3.8826e-002	-1.9199e-002	2.1468e-003	359.92
57326	-4.103e-002	-2.0174e-002	2.1526e-003	361.11
57327	-4.0992e-002	-1.2199e-002	2.4401e-003	370.18
57328	-3.8826e-002	-2.6471e-002	2.1468e-003	350.76
57329	-4.103e-002	-2.381e-002	2.1526e-003	355.99
57330	-3.8826e-002	-3.3488e-002	2.1467e-003	342.07
57331	-4.0878e-002	-3.3396e-002	3.3003e-003	339.27
57332	-4.103e-002	-2.7447e-002	2.1526e-003	350.83
57333	-4.0879e-002	-3.6777e-002	3.3002e-003	335.79
57334	-3.8624e-002	-3.6878e-002	3.5947e-003	335.25
57335	-3.9976e-002	-3.8634e-002	2.2327e-003	336.81
57336	-3.863e-002	-3.8329e-002	3.1955e-003	335.07
57337	1.4891e-003	2.467e-002	2.0706e-003	430.17
57338	3.4846e-003	2.976e-002	2.5229e-003	442.51
57339	1.2642e-003	2.8932e-002	3.6034e-003	431.12
57340	1.7208e-003	2.7015e-002	2.998e-003	431.47
57341	1.4892e-003	1.7414e-002	2.0705e-003	423.12
57342	1.792e-003	2.3645e-002	2.9216e-003	426.38
57343	1.4167e-003	9.8923e-003	2.1456e-003	417.79
57344	3.1687e-003	1.4007e-002	9.4982e-004	432.17
57345	2.9674e-003	1.16e-002	2.6082e-003	422.72
57346	1.4167e-003	2.6196e-003	2.1456e-003	407.84
57347	3.4198e-003	6.1597e-003	7.5191e-004	426.43
57348	2.9674e-003	7.9636e-003	2.6082e-003	419.25
57349	1.4167e-003	-4.6531e-003	2.1456e-003	397.26
57350	2.7009e-003	-2.625e-003	2.6507e-003	400.56
57351	1.4167e-003	-1.1926e-002	2.1456e-003	388.05
57352	3.4626e-003	-8.4771e-003	1.9032e-003	398.86
57353	2.4231e-003	-9.7629e-003	2.8417e-003	391.76
57354	2.7009e-003	-6.2614e-003	2.6507e-003	396.83
57355	1.5775e-003	-1.9279e-002	1.9714e-003	374.48
57356	2.4231e-003	-1.3399e-002	2.8417e-003	386.37
57357	3.183e-003	-1.4809e-002	1.1202e-003	391.6
57358	1.5775e-003	-2.6552e-002	1.9714e-003	357.73
57359	2.8224e-003	-2.5445e-002	1.0102e-003	363.51
57360	2.5156e-003	-3.1105e-002	2.672e-003	348.58
57361	2.6687e-003	-2.9001e-002	1.1904e-003	356.
57362	1.8122e-003	-3.2518e-002	2.6588e-003	346.81
57363	1.4166e-003	-3.2496e-002	2.1457e-003	347.97
57364	3.3421e-003	-3.6487e-002	5.0664e-004	346.05
57365	8.767e-004	-3.7407e-002	3.5126e-003	339.85
57366	4.1322e-003	-3.7741e-002	1.317e-003	342.06
57367	1.8121e-003	-3.5899e-002	2.6589e-003	342.25
57368	1.4165e-003	-3.5876e-002	2.1458e-003	343.3
57369	1.185e-002	-3.7422e-002	-5.9886e-003	369.98
57370	1.2225e-002	-3.6343e-002	-7.6658e-003	381.69
57371	1.34e-002	-3.9107e-002	-5.759e-003	363.69
