Time,Average CPS Temperature,Total CPS Evaporation_Rate,Total Amount Evaporated
272.0,504.52381187296595,0.001948100410008949,3.9066313597320135
282.0,503.22115208546364,0.0018656680279676336,3.9066313597320135
292.0,501.94762014981643,0.001790024101138573,3.9066313597320135
302.0,500.69584784863986,0.0017197356750327545,3.9066313597320135
312.0,499.46097194699695,0.001653813401754614,3.9066313597320135
322.0,498.23976493857623,0.0015915640354186233,3.9066313597320135
332.0,497.03030298392065,0.0015325008130354157,3.9066313597320135
342.0,495.83125058602997,0.0014762628957243134,3.9066313597320135
352.0,494.64154765433796,0.0014225688647021488,3.9066313597320135
362.0,493.4608450464308,0.0013712196317632788,3.9066313597320135
372.0,492.2885207439026,0.0013220349269134762,3.9066313597320135
382.0,491.1244951755344,0.0012748838581169246,3.9066313597320135
392.0,489.96840344795334,0.0012296411836933464,3.9066313597320135
402.0,488.8203059061277,0.0011862121759056799,3.9066313597320135
412.0,487.67982397545785,0.001144495247765982,3.9066313597320135
422.0,486.54720473942575,0.001104420220717456,3.9066313597320135
432.0,485.42205298157467,0.00106590036795364,3.9066313597320135
442.0,484.30465235393655,0.0010288776230339466,3.9066313597320135
452.0,483.1944338787662,0.000993270079789329,3.9066313597320135
462.0,482.0917481219824,0.0009590296051226281,3.9066313597320135
472.0,480.99641162429015,0.0009260945070480703,3.9066313597320135
482.0,479.90828550507035,0.0008944074686503816,3.9066313597320135
492.0,478.827392293203,0.0008639189584939862,3.9066313597320135
502.0,477.7534864595265,0.0008345743336449783,3.9066313597320135
512.0,476.6867044869712,0.0008063317495144673,3.9066313597320135
522.0,475.6269091922926,0.0007791442672621992,3.9066313597320135
532.0,474.57385801048684,0.0007529643690470728,3.9066313597320135
542.0,473.5276857998855,0.0007277560785765867,3.9066313597320135
552.0,472.4883022914646,0.0007034795271805164,3.9066313597320135
562.0,471.4554205431705,0.000680092118869844,3.9066313597320135
572.0,470.4291278619335,0.0006575616739171629,3.9066313597320135
582.0,469.4093663376168,0.0006358541477688642,3.9066313597320135
592.0,468.3959969714788,0.0006149351346419543,3.9066313597320135
602.0,467.38894730079636,0.0005947733950004223,3.9066313597320135
612.0,466.387997579635,0.0005753358406119154,3.9066313597320135
622.0,465.3935177553547,0.0005566023617792213,3.9066313597320135
632.0,464.4049844955927,0.0005385366942323756,3.9066313597320135
642.0,463.42239684467967,0.0005211139806980419,3.9066313597320135
652.0,462.44586044682313,0.0005043121934923823,3.9066313597320135
662.0,461.4751681350066,0.00048810469702104055,3.9066313597320135
672.0,460.5102364696748,0.00047246817686614237,3.9066313597320135
682.0,459.55109363340097,0.0004573821481881368,3.9066313597320135
692.0,458.5976121569913,0.00044282443297007714,3.9066313597320135
702.0,457.6496435041824,0.000428773461674921,3.9066313597320135
712.0,456.70732450746107,0.0004152128732365379,3.9066313597320135
722.0,455.7704351388456,0.0004021216893962895,3.9066313597320135
732.0,454.838981595034,0.00038948303123515084,3.9066313597320135
742.0,453.91275100115354,0.0003772778486532008,3.9066313597320135
752.0,452.99181855254375,0.00036549151316200574,3.9066313597320135
762.0,452.07607717943245,0.00035410775609719163,3.9066313597320135
772.0,451.1655387242015,0.0003431124116616815,3.9066313597320135
782.0,450.25999835652334,0.0003324892253078706,3.9066313597320135
792.0,449.35947772376824,0.00032222530265912523,3.9066313597320135
802.0,448.46397143680275,0.0003123079595971926,3.9066313597320135
812.0,447.57332557176534,0.0003027232996551493,3.9066313597320135
822.0,446.6875219874457,0.0002934595363730498,3.9066313597320135
832.0,445.80657321110476,0.000284505609084117,3.9066313597320135
842.0,444.9303224963769,0.0002758491410466267,3.9066313597320135
852.0,444.05866505028115,0.00026747889334115266,3.9066313597320135
862.0,443.191744329138,0.00025938626959968157,3.9066313597320135
872.0,442.3293288341787,0.0002515596711433394,3.9066313597320135
882.0,441.4714695824513,0.00024399035136113276,3.9066313597320135
892.0,440.61818136449784,0.00023666967927418714,3.9066313597320135
902.0,439.76927244596675,0.00022958755140426853,3.9066313597320135
912.0,438.92459749540814,0.00022273469638666864,3.9066313597320135
922.0,438.0843732258747,0.00021610509508013603,3.9066313597320135
932.0,437.24845453177306,0.0002096900672998313,3.9066313597320135
942.0,436.41674137744667,0.00020348164101789825,3.9066313597320135
952.0,435.5890168053094,0.00019747133217077776,3.9066313597320135
962.0,434.76580091926394,0.0001916562089995497,3.9066313597320135
972.0,433.9463963637057,0.00018602493473856505,3.9066313597320135
982.0,433.1311123865077,0.00018057346993862649,3.9066313597320135
992.0,432.3198543415572,0.00017529526378011373,3.9066313597320135
1002.0,431.51257949839544,0.00017018434450408293,3.9066313597320135
1012.0,430.7093652994889,0.00016523564003323663,3.9066313597320135
1022.0,429.9098245436308,0.00016044146968376559,3.9066313597320135
1032.0,429.1142768073946,0.00015579872007462386,3.9066313597320135
1042.0,428.3224145434182,0.00015130065237041387,3.9066313597320135
1052.0,427.5343903964018,0.00014694342745050614,3.9066313597320135
1062.0,426.7501395735009,0.00014272211178487844,3.9066313597320135
1072.0,425.9696648947209,0.00013863231384791236,3.9066313597320135
1082.0,425.19267892816237,0.00013466832000020454,3.9066313597320135
1092.0,424.41927898037903,0.0001308265904247557,3.9066313597320135
1102.0,423.6495787071928,0.0001271037534445772,3.9066313597320135
1112.0,422.88338363860083,0.00012349508927593668,3.9066313597320135
1122.0,422.1207578393499,0.00011999723069644578,3.9066313597320135
1132.0,421.361529598833,0.00011660589673333117,3.9066313597320135
1142.0,420.6058171717536,0.00011331822627905843,3.9066313597320135
1152.0,419.85368110580504,0.0001101311811300293,3.9066313597320135
1162.0,419.10460238970825,0.00010703943982818149,3.9066313597320135
1172.0,418.3590727886668,0.00010404200465725179,3.9066313597320135
1182.0,417.61680825730684,0.00010113478320486146,3.9066313597320135
1192.0,416.87776053618495,9.831478957832017e-05,3.9066313597320135
1202.0,416.1420995616767,9.557991688313772e-05,3.9066313597320135
1212.0,415.4096465755599,9.29268679986635e-05,3.9066313597320135
1222.0,414.68029434720245,9.035272240650837e-05,3.9066313597320135
1232.0,413.95428586899277,8.78558699905787e-05,3.9066313597320135
1242.0,413.2312353411061,8.543262376624138e-05,3.9066313597320135
1252.0,412.51148166749533,8.30818299843457e-05,3.9066313597320135
1262.0,411.7946587336387,8.080009630920642e-05,3.9066313597320135
1272.0,411.0808581271874,7.858558214735653e-05,3.9066313597320135
1282.0,410.3701760554471,7.643653719345148e-05,3.9066313597320135
1292.0,409.66253655760926,7.43507301549507e-05,3.9066313597320135
1302.0,408.9577753389013,7.232576093194034e-05,3.9066313597320135
1312.0,408.25603272168314,7.036017415238108e-05,3.9066313597320135
1322.0,407.5571817244942,6.845182279782296e-05,3.9066313597320135
1332.0,406.8612965001005,6.659918762647705e-05,3.9066313597320135
1342.0,406.16815907530497,6.480000986568584e-05,3.9066313597320135
